Year,HPI Percentile Ranking,Encounter Setting,Category,Category Description,Diagnosis Group,Residence,Count
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,60+,All Other Diagnoses,Not Homeless,242337
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,60+,Co-Occuring Disorders,Not Homeless,18217
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,60+,Mental Health Disorders,Not Homeless,68110
2020,25.01-50 (Somewhat Unhealthy),Inpatient,Age Group,60+,Substance Use Disorders,Not Homeless,32618
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,0 to 18,All Other Diagnoses,Homeless,133
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,0 to 18,Co-Occuring Disorders,Homeless,80
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,0 to 18,Mental Health Disorders,Homeless,63
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,0 to 18,Substance Use Disorders,Homeless,11
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,0 to 18,All Other Diagnoses,Not Homeless,116802
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,0 to 18,Co-Occuring Disorders,Not Homeless,2647
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,0 to 18,Mental Health Disorders,Not Homeless,11014
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,0 to 18,Substance Use Disorders,Not Homeless,398
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,19 to 39,All Other Diagnoses,Homeless,352
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,19 to 39,Co-Occuring Disorders,Homeless,5334
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,19 to 39,Mental Health Disorders,Homeless,971
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,19 to 39,Substance Use Disorders,Homeless,1840
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,19 to 39,All Other Diagnoses,Not Homeless,107139
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,19 to 39,Co-Occuring Disorders,Not Homeless,17951
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,19 to 39,Mental Health Disorders,Not Homeless,22911
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,19 to 39,Substance Use Disorders,Not Homeless,12955
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,40 to 59,All Other Diagnoses,Homeless,849
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,40 to 59,Co-Occuring Disorders,Homeless,5261
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,40 to 59,Mental Health Disorders,Homeless,1143
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,40 to 59,Substance Use Disorders,Homeless,3335
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,40 to 59,All Other Diagnoses,Not Homeless,68656
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,40 to 59,Co-Occuring Disorders,Not Homeless,17931
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,40 to 59,Mental Health Disorders,Not Homeless,24155
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,40 to 59,Substance Use Disorders,Not Homeless,20562
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,60+,All Other Diagnoses,Homeless,1024
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,60+,Co-Occuring Disorders,Homeless,1539
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,60+,Mental Health Disorders,Homeless,787
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,60+,Substance Use Disorders,Homeless,1798
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,60+,All Other Diagnoses,Not Homeless,226150
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,60+,Co-Occuring Disorders,Not Homeless,16257
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,60+,Mental Health Disorders,Not Homeless,70132
2020,50.01-75 (Somewhat Healthy),Inpatient,Age Group,60+,Substance Use Disorders,Not Homeless,25819
2020,75.01-100 (Most Healthy),Inpatient,Age Group,0 to 18,All Other Diagnoses,Homeless,137
2020,75.01-100 (Most Healthy),Inpatient,Age Group,0 to 18,Co-Occuring Disorders,Homeless,60
2020,75.01-100 (Most Healthy),Inpatient,Age Group,0 to 18,Mental Health Disorders,Homeless,47
2020,75.01-100 (Most Healthy),Inpatient,Age Group,0 to 18,Substance Use Disorders,Homeless,11
2020,75.01-100 (Most Healthy),Inpatient,Age Group,0 to 18,All Other Diagnoses,Not Homeless,100800
2020,75.01-100 (Most Healthy),Inpatient,Age Group,0 to 18,Co-Occuring Disorders,Not Homeless,2323
2020,75.01-100 (Most Healthy),Inpatient,Age Group,0 to 18,Mental Health Disorders,Not Homeless,9700
2020,75.01-100 (Most Healthy),Inpatient,Age Group,0 to 18,Substance Use Disorders,Not Homeless,256
2020,75.01-100 (Most Healthy),Inpatient,Age Group,19 to 39,All Other Diagnoses,Homeless,538
2020,75.01-100 (Most Healthy),Inpatient,Age Group,19 to 39,Co-Occuring Disorders,Homeless,5023
2020,75.01-100 (Most Healthy),Inpatient,Age Group,19 to 39,Mental Health Disorders,Homeless,1024
2020,75.01-100 (Most Healthy),Inpatient,Age Group,19 to 39,Substance Use Disorders,Homeless,2281
2020,75.01-100 (Most Healthy),Inpatient,Age Group,19 to 39,All Other Diagnoses,Not Homeless,87730
2020,75.01-100 (Most Healthy),Inpatient,Age Group,19 to 39,Co-Occuring Disorders,Not Homeless,13119
2020,75.01-100 (Most Healthy),Inpatient,Age Group,19 to 39,Mental Health Disorders,Not Homeless,18982
2020,75.01-100 (Most Healthy),Inpatient,Age Group,19 to 39,Substance Use Disorders,Not Homeless,7524
2020,75.01-100 (Most Healthy),Inpatient,Age Group,40 to 59,All Other Diagnoses,Homeless,1176
2020,75.01-100 (Most Healthy),Inpatient,Age Group,40 to 59,Co-Occuring Disorders,Homeless,6246
2020,75.01-100 (Most Healthy),Inpatient,Age Group,40 to 59,Mental Health Disorders,Homeless,1246
2020,75.01-100 (Most Healthy),Inpatient,Age Group,40 to 59,Substance Use Disorders,Homeless,5081
2020,75.01-100 (Most Healthy),Inpatient,Age Group,40 to 59,All Other Diagnoses,Not Homeless,52803
2020,75.01-100 (Most Healthy),Inpatient,Age Group,40 to 59,Co-Occuring Disorders,Not Homeless,13305
2020,75.01-100 (Most Healthy),Inpatient,Age Group,40 to 59,Mental Health Disorders,Not Homeless,19067
2020,75.01-100 (Most Healthy),Inpatient,Age Group,40 to 59,Substance Use Disorders,Not Homeless,12967
2020,75.01-100 (Most Healthy),Inpatient,Age Group,60+,All Other Diagnoses,Homeless,1484
2020,75.01-100 (Most Healthy),Inpatient,Age Group,60+,Co-Occuring Disorders,Homeless,2390
2020,75.01-100 (Most Healthy),Inpatient,Age Group,60+,Mental Health Disorders,Homeless,1153
2020,75.01-100 (Most Healthy),Inpatient,Age Group,60+,Substance Use Disorders,Homeless,2873
2020,75.01-100 (Most Healthy),Inpatient,Age Group,60+,All Other Diagnoses,Not Homeless,198855
2020,75.01-100 (Most Healthy),Inpatient,Age Group,60+,Co-Occuring Disorders,Not Homeless,12847
2020,75.01-100 (Most Healthy),Inpatient,Age Group,60+,Mental Health Disorders,Not Homeless,65161
2020,75.01-100 (Most Healthy),Inpatient,Age Group,60+,Substance Use Disorders,Not Homeless,18480
2020,0-25 (Least Healthy),ED Visit,Sex,Female,All Other Diagnoses,Homeless,9321
2020,0-25 (Least Healthy),ED Visit,Sex,Female,Co-Occuring Disorders,Homeless,4133
2020,0-25 (Least Healthy),ED Visit,Sex,Female,Mental Health Disorders,Homeless,3648
2020,0-25 (Least Healthy),ED Visit,Sex,Female,Substance Use Disorders,Homeless,5686
2020,0-25 (Least Healthy),ED Visit,Sex,Female,All Other Diagnoses,Not Homeless,1429907
2020,0-25 (Least Healthy),ED Visit,Sex,Female,Co-Occuring Disorders,Not Homeless,31761
2020,0-25 (Least Healthy),ED Visit,Sex,Female,Mental Health Disorders,Not Homeless,125340
2020,0-25 (Least Healthy),ED Visit,Sex,Female,Substance Use Disorders,Not Homeless,112679
2020,0-25 (Least Healthy),ED Visit,Sex,Male,All Other Diagnoses,Homeless,21434
2020,0-25 (Least Healthy),ED Visit,Sex,Male,Co-Occuring Disorders,Homeless,9880
2020,0-25 (Least Healthy),ED Visit,Sex,Male,Mental Health Disorders,Homeless,7105
2020,0-25 (Least Healthy),ED Visit,Sex,Male,Substance Use Disorders,Homeless,17344
2020,0-25 (Least Healthy),ED Visit,Sex,Male,All Other Diagnoses,Not Homeless,1119192
2020,0-25 (Least Healthy),ED Visit,Sex,Male,Co-Occuring Disorders,Not Homeless,38765
2020,0-25 (Least Healthy),ED Visit,Sex,Male,Mental Health Disorders,Not Homeless,81591
2020,0-25 (Least Healthy),ED Visit,Sex,Male,Substance Use Disorders,Not Homeless,172326
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Sex,Female,All Other Diagnoses,Homeless,9016
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Sex,Female,Co-Occuring Disorders,Homeless,4437
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Sex,Female,Mental Health Disorders,Homeless,3768
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Sex,Female,Substance Use Disorders,Homeless,5884
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Sex,Female,All Other Diagnoses,Not Homeless,1215504
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Sex,Female,Co-Occuring Disorders,Not Homeless,31706
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Sex,Female,Mental Health Disorders,Not Homeless,132908
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Sex,Female,Substance Use Disorders,Not Homeless,91284
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Sex,Male,All Other Diagnoses,Homeless,19136
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Sex,Male,Co-Occuring Disorders,Homeless,10167
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Sex,Male,Mental Health Disorders,Homeless,6641
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Sex,Male,Substance Use Disorders,Homeless,17281
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Sex,Male,All Other Diagnoses,Not Homeless,977266
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Sex,Male,Co-Occuring Disorders,Not Homeless,36955
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Sex,Male,Mental Health Disorders,Not Homeless,81113
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Sex,Male,Substance Use Disorders,Not Homeless,145455
2020,50.01-75 (Somewhat Healthy),ED Visit,Sex,Female,All Other Diagnoses,Homeless,6182
2020,50.01-75 (Somewhat Healthy),ED Visit,Sex,Female,Co-Occuring Disorders,Homeless,3050
2020,50.01-75 (Somewhat Healthy),ED Visit,Sex,Female,Mental Health Disorders,Homeless,3320
2020,50.01-75 (Somewhat Healthy),ED Visit,Sex,Female,Substance Use Disorders,Homeless,3602
2020,50.01-75 (Somewhat Healthy),ED Visit,Sex,Female,All Other Diagnoses,Not Homeless,899271
2020,50.01-75 (Somewhat Healthy),ED Visit,Sex,Female,Co-Occuring Disorders,Not Homeless,26972
2020,50.01-75 (Somewhat Healthy),ED Visit,Sex,Female,Mental Health Disorders,Not Homeless,122533
2020,50.01-75 (Somewhat Healthy),ED Visit,Sex,Female,Substance Use Disorders,Not Homeless,64758
2020,50.01-75 (Somewhat Healthy),ED Visit,Sex,Male,All Other Diagnoses,Homeless,14630
2020,50.01-75 (Somewhat Healthy),ED Visit,Sex,Male,Co-Occuring Disorders,Homeless,7363
2020,50.01-75 (Somewhat Healthy),ED Visit,Sex,Male,Mental Health Disorders,Homeless,5803
2020,50.01-75 (Somewhat Healthy),ED Visit,Sex,Male,Substance Use Disorders,Homeless,11689
2020,50.01-75 (Somewhat Healthy),ED Visit,Sex,Male,All Other Diagnoses,Not Homeless,748055
2020,50.01-75 (Somewhat Healthy),ED Visit,Sex,Male,Co-Occuring Disorders,Not Homeless,29322
2020,50.01-75 (Somewhat Healthy),ED Visit,Sex,Male,Mental Health Disorders,Not Homeless,71663
2020,50.01-75 (Somewhat Healthy),ED Visit,Sex,Male,Substance Use Disorders,Not Homeless,103638
2020,75.01-100 (Most Healthy),ED Visit,Sex,Female,All Other Diagnoses,Homeless,11198
2020,75.01-100 (Most Healthy),ED Visit,Sex,Female,Co-Occuring Disorders,Homeless,6528
2020,75.01-100 (Most Healthy),ED Visit,Sex,Female,Mental Health Disorders,Homeless,5161
2020,75.01-100 (Most Healthy),ED Visit,Sex,Female,Substance Use Disorders,Homeless,8316
2020,75.01-100 (Most Healthy),ED Visit,Sex,Female,All Other Diagnoses,Not Homeless,627605
2020,75.01-100 (Most Healthy),ED Visit,Sex,Female,Co-Occuring Disorders,Not Homeless,18699
2020,75.01-100 (Most Healthy),ED Visit,Sex,Female,Mental Health Disorders,Not Homeless,93692
2020,75.01-100 (Most Healthy),ED Visit,Sex,Female,Substance Use Disorders,Not Homeless,37457
2020,75.01-100 (Most Healthy),ED Visit,Sex,Male,All Other Diagnoses,Homeless,28426
2020,75.01-100 (Most Healthy),ED Visit,Sex,Male,Co-Occuring Disorders,Homeless,18267
2020,75.01-100 (Most Healthy),ED Visit,Sex,Male,Mental Health Disorders,Homeless,10580
2020,75.01-100 (Most Healthy),ED Visit,Sex,Male,Substance Use Disorders,Homeless,31428
2020,75.01-100 (Most Healthy),ED Visit,Sex,Male,All Other Diagnoses,Not Homeless,557518
2020,75.01-100 (Most Healthy),ED Visit,Sex,Male,Co-Occuring Disorders,Not Homeless,22661
2020,75.01-100 (Most Healthy),ED Visit,Sex,Male,Mental Health Disorders,Not Homeless,56321
2020,75.01-100 (Most Healthy),ED Visit,Sex,Male,Substance Use Disorders,Not Homeless,67952
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Medi-Cal,All Other Diagnoses,Homeless,20223
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Medi-Cal,Co-Occuring Disorders,Not Homeless,9886
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Medi-Cal,Mental Health Disorders,Homeless,6879
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Medi-Cal,Substance Use Disorders,Homeless,15972
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Medi-Cal,All Other Diagnoses,Not Homeless,1387893
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Medi-Cal,Co-Occuring Disorders,Not Homeless,42607
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Medi-Cal,Mental Health Disorders,Not Homeless,105358
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Medi-Cal,Substance Use Disorders,Not Homeless,165606
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Medicare,All Other Diagnoses,Homeless,3999
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Medicare,Co-Occuring Disorders,Not Homeless,2123
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Medicare,Mental Health Disorders,Homeless,1808
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Medicare,Substance Use Disorders,Homeless,2435
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Medicare,All Other Diagnoses,Not Homeless,361005
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Medicare,Co-Occuring Disorders,Not Homeless,12307
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Medicare,Mental Health Disorders,Not Homeless,44147
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Medicare,Substance Use Disorders,Not Homeless,37510
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Other Payer,All Other Diagnoses,Homeless,943
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Other Payer,Co-Occuring Disorders,Not Homeless,532
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Other Payer,Mental Health Disorders,Homeless,367
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Other Payer,Substance Use Disorders,Homeless,618
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Other Payer,All Other Diagnoses,Not Homeless,78319
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Other Payer,Co-Occuring Disorders,Not Homeless,1792
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Other Payer,Mental Health Disorders,Not Homeless,5344
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Other Payer,Substance Use Disorders,Not Homeless,8239
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Private Coverage,All Other Diagnoses,Homeless,917
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Private Coverage,Co-Occuring Disorders,Not Homeless,436
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Private Coverage,Mental Health Disorders,Homeless,322
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Private Coverage,Substance Use Disorders,Homeless,749
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Private Coverage,All Other Diagnoses,Not Homeless,539774
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Private Coverage,Co-Occuring Disorders,Not Homeless,9604
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Private Coverage,Mental Health Disorders,Not Homeless,41954
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Private Coverage,Substance Use Disorders,Not Homeless,45550
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Uninsured,All Other Diagnoses,Homeless,4679
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Uninsured,Co-Occuring Disorders,Not Homeless,1036
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Uninsured,Mental Health Disorders,Homeless,1380
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Uninsured,Substance Use Disorders,Homeless,3260
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Uninsured,All Other Diagnoses,Not Homeless,182260
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Uninsured,Co-Occuring Disorders,Not Homeless,4224
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Uninsured,Mental Health Disorders,Not Homeless,10154
2020,0-25 (Least Healthy),ED Visit,Expected Payer,Uninsured,Substance Use Disorders,Not Homeless,28124
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Medi-Cal,All Other Diagnoses,Homeless,17517
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Medi-Cal,Co-Occuring Disorders,Not Homeless,9683
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Medi-Cal,Mental Health Disorders,Homeless,6236
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Medi-Cal,Substance Use Disorders,Homeless,15407
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Medi-Cal,All Other Diagnoses,Not Homeless,946701
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Medi-Cal,Co-Occuring Disorders,Not Homeless,36052
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Medi-Cal,Mental Health Disorders,Not Homeless,86458
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Medi-Cal,Substance Use Disorders,Not Homeless,120472
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Medicare,All Other Diagnoses,Homeless,4462
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Medicare,Co-Occuring Disorders,Not Homeless,2787
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Medicare,Mental Health Disorders,Homeless,2452
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Medicare,Substance Use Disorders,Homeless,3238
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Medicare,All Other Diagnoses,Not Homeless,406232
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Medicare,Co-Occuring Disorders,Not Homeless,14343
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Medicare,Mental Health Disorders,Not Homeless,56055
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Medicare,Substance Use Disorders,Not Homeless,36050
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Other Payer,All Other Diagnoses,Homeless,1063
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Other Payer,Co-Occuring Disorders,Not Homeless,265
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Other Payer,Mental Health Disorders,Homeless,314
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Other Payer,Substance Use Disorders,Homeless,635
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Other Payer,All Other Diagnoses,Not Homeless,76659
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Other Payer,Co-Occuring Disorders,Not Homeless,1535
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Other Payer,Mental Health Disorders,Not Homeless,5393
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Other Payer,Substance Use Disorders,Not Homeless,6727
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Private Coverage,All Other Diagnoses,Homeless,1131
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Private Coverage,Co-Occuring Disorders,Not Homeless,700
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Private Coverage,Mental Health Disorders,Homeless,454
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Private Coverage,Substance Use Disorders,Homeless,935
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Private Coverage,All Other Diagnoses,Not Homeless,611849
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Private Coverage,Co-Occuring Disorders,Not Homeless,12552
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Private Coverage,Mental Health Disorders,Not Homeless,56242
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Private Coverage,Substance Use Disorders,Not Homeless,48794
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Uninsured,All Other Diagnoses,Homeless,3981
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Uninsured,Co-Occuring Disorders,Not Homeless,1171
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Uninsured,Mental Health Disorders,Homeless,953
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Uninsured,Substance Use Disorders,Homeless,2955
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Uninsured,All Other Diagnoses,Not Homeless,151474
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Uninsured,Co-Occuring Disorders,Not Homeless,4184
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Uninsured,Mental Health Disorders,Not Homeless,9892
2020,25.01-50 (Somewhat Unhealthy),ED Visit,Expected Payer,Uninsured,Substance Use Disorders,Not Homeless,24713
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Medi-Cal,All Other Diagnoses,Homeless,12978
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Medi-Cal,Co-Occuring Disorders,Not Homeless,6964
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Medi-Cal,Mental Health Disorders,Homeless,5515
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Medi-Cal,Substance Use Disorders,Homeless,9815
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Medi-Cal,All Other Diagnoses,Not Homeless,500706
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Medi-Cal,Co-Occuring Disorders,Not Homeless,24688
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Medi-Cal,Mental Health Disorders,Not Homeless,56884
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Medi-Cal,Substance Use Disorders,Not Homeless,71762
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Medicare,All Other Diagnoses,Homeless,3026
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Medicare,Co-Occuring Disorders,Not Homeless,1634
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Medicare,Mental Health Disorders,Homeless,1854
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Medicare,Substance Use Disorders,Homeless,1854
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Medicare,All Other Diagnoses,Not Homeless,384191
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Medicare,Co-Occuring Disorders,Not Homeless,11843
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Medicare,Mental Health Disorders,Not Homeless,57978
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Medicare,Substance Use Disorders,Not Homeless,27308
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Other Payer,All Other Diagnoses,Homeless,464
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Other Payer,Co-Occuring Disorders,Not Homeless,151
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Other Payer,Mental Health Disorders,Homeless,162
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Other Payer,Substance Use Disorders,Homeless,303
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Other Payer,All Other Diagnoses,Not Homeless,71007
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Other Payer,Co-Occuring Disorders,Not Homeless,1650
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Other Payer,Mental Health Disorders,Not Homeless,5900
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Other Payer,Substance Use Disorders,Not Homeless,6153
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Private Coverage,All Other Diagnoses,Homeless,1180
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Private Coverage,Co-Occuring Disorders,Not Homeless,669
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Private Coverage,Mental Health Disorders,Homeless,436
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Private Coverage,Substance Use Disorders,Homeless,1140
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Private Coverage,All Other Diagnoses,Not Homeless,594754
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Private Coverage,Co-Occuring Disorders,Not Homeless,14935
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Private Coverage,Mental Health Disorders,Not Homeless,65901
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Private Coverage,Substance Use Disorders,Not Homeless,46735
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Uninsured,All Other Diagnoses,Homeless,3174
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Uninsured,Co-Occuring Disorders,Not Homeless,997
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Uninsured,Mental Health Disorders,Homeless,1160
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Uninsured,Substance Use Disorders,Homeless,2186
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Uninsured,All Other Diagnoses,Not Homeless,96763
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Uninsured,Co-Occuring Disorders,Not Homeless,3190
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Uninsured,Mental Health Disorders,Not Homeless,7551
2020,50.01-75 (Somewhat Healthy),ED Visit,Expected Payer,Uninsured,Substance Use Disorders,Not Homeless,16451
